geoid,medrent90,medrent00,medrent16,medhval90,medhval00,medhval16,percol90,percol00,percol16,pernwh90,pernwh00,pernwh16,perli90,perli00,perli16,per_rent_90,per_rent_00,per_rent16,pop00,pop16,asian_16_low,carcommuters_00,pre50_16,hhwch16,empd15,density16,aland,li16,afford90,belowmedcol90,abovemednwh,abovemedli,abovemedrent,vulnrisk90,vuln90,afford00,belowmedcol00,abovemednwh00,abovemedli00,abovemedrent00,vulnrisk00,vuln00,afford16,belowmedcol16,abovemednwh16,abovemedli16,abovemedrent16,vulnrisk16,vuln16,hotmarket90(127%-169%),hotmarket00(110%-207%),percol16,edudiff0016,abm_dif_0016,edudiff9000,abm_dif_9000,hinc90_NYU,hinc00_NYU,hinc16_NYU,hinc90,hinc00,hinc16,pct_ch_hinc90_00,pct_ch_hinc00_16,abm_inc_90_00,abm_inc_00_16,li16,gent90_00,gent00_16,ch_all_li_count90_00,ch_all_li_count00_16,liloss9016,per_limove16,per_limove09,exclusion,popgrowth0016,Incch0016,li_hh_16
9009180200,555,632,1195,142000,125000,194700,0.111345646,0.084275714,0.225775659,0.03405811,0.103682171,0.356794417,0.188345236,0.198397823,0.444317341,0.357764544,0.364313897,0.414623469,5160,5740,0.093728223,0.851275917,0.462234461,0.22591944,1324,0.001602455,3582004,1,0,1,0,1,0,FALSE,0,1,0,1,1,0,FALSE,0,1,1,0,1,0,FALSE,0,0,1,0.079833562,-0.004442151,0,-0.027069933,1,30724,40743,57279,56235.56825,59077.35235,57279,0.05053357,-0.03044064,1,1,0,0,0,34.36120605,-79.91430664,0,0.721199632,0.801178515,1,1,0.969559361,1014.8208
9009180300,517,449,592,149000,118700,224300,0.128830874,0.116091954,0.231082648,0.011508951,0.075049116,0.179598957,0.202295394,0.166183876,0.532035351,0.466410749,0.541232228,0.542322815,2545,2294,0.026155187,0.751930502,0.399641577,0.221456693,993,0.001292841,1774387,1,0,1,0,1,1,1,0,1,0,1,1,0,FALSE,0,1,1,0,1,1,1,1,0,1,0.105545813,-0.010546141,0,-0.01273892,1,30291,30375,46071,55432.52974,44043.75,46071,-0.205453008,0.046028096,0,1,1,0,0,90.65679932,-74.83093262,0,0.522901654,0.860230207,1,0,1.046028097,540.54791
9009180400,700,840,1164,144100,129500,226800,0.124042879,0.108568075,0.163546801,0.040983607,0.09375,0.192618623,0.11547106,0.126775213,0.31336385,0.119581465,0.127737226,0.169642851,2464,2845,0.030228471,0.910780669,0.107180021,0.328125,740,0.000577492,4926479,0,0,1,0,0,0,FALSE,0,1,1,1,1,0,1,1,1,1,0,0,0,FALSE,0,0,1,0.076889757,-0.031678318,0,-0.015474804,1,40673,58875,78500,74412.86361,85368.75,78500,0.147231087,-0.080459774,1,0,0,0,0,22.58334351,30.47363281,0,0.726481497,0.532246292,0,1,0.91954023,280.77402
9009180500,720,967,1393,141100,116300,184800,0.175944738,0.104069587,0.257929385,0.060214462,0.147720109,0.246685505,0.158501443,0.182882478,0.363863498,0.219278882,0.296918768,0.188981041,4759,4601,0.081286677,0.857263514,0.082924168,0.255331754,999,0.001115275,4125440,0,0,1,0,0,0,FALSE,0,1,0,1,1,0,FALSE,0,1,1,0,0,0,FALSE,0,1,1,0.090584498,-0.013485089,0,-0.071875151,0,45642,50174,65802,83524.85907,72752.3,65802,-0.128974289,-0.095533751,0,0,0,0,0,223.509491,-12.22363281,0,0.577275753,0.822994947,1,0,0.904466251,614.2016
9009180601,284,422,,137000,120400,196900,0.124947235,0.101109215,0.171655759,0.034626866,0.062636335,0.102646641,0.142051618,0.184704955,0.390421122,0.133499171,0.14309076,0.214285716,3209,2796,0.005722461,0.924984107,0.098149638,0.25085034,449,0.000710581,3934811,1,1,1,0,0,0,FALSE,0,1,1,1,1,0,1,1,1,1,0,0,0,FALSE,0,1,0,0.077197901,-0.023911314,0,-0.02383802,1,38665,49554,63810,70756.94992,71853.3,63810,0.015494592,-0.111940578,0,0,0,0,0,84.15936279,-44.32821655,0,0.569151282,0.980050325,1,0,0.888059421,459.13525
9009180602,782,883,1225,167100,137300,233500,0.168757588,0.131240545,0.269359142,0.02484638,0.060094887,0.102576688,0.140913952,0.130800789,0.281800717,0.079877112,0.118476728,0.094833687,3794,4075,0,0.88894301,0.081333333,0.288039632,836,0.000542413,7512722,0,0,1,0,0,0,FALSE,0,1,1,1,1,0,1,1,1,1,0,0,0,FALSE,0,0,1,0.105557744,-0.025682801,0,-0.037517043,0,46125,59638,86055,84408.75273,86475.09701,86055,0.024480214,-0.004858011,0,1,0,0,0,63.65188599,13.52978516,0,0.74568826,0.691573143,0,1,0.995141989,398.18442
9009184100,685,785,1144,163100,138900,272200,0.201572151,0.170946822,0.294575661,0.052435233,0.102089552,0.09396752,0.156390701,0.224231529,0.421836108,0.589113257,0.60094451,0.615227163,5025,5172,0.033255994,0.858270542,0.410861423,0.221039705,3585,0.00128626,4020960,1,0,0,0,0,1,FALSE,0,1,0,1,1,0,FALSE,0,1,1,0,1,1,1,1,0,1,0.110237243,-0.06070958,0,-0.030625328,1,31987,42030,63750,58536.84102,60943.5,63750,0.041113578,0.04605085,0,1,0,0,0,122.3253174,-135.515625,0,0.598619521,0.684817851,1,1,1.04605085,1030.5457
9009184200,835,946,1414,136600,100700,172700,0.355900851,0.156733619,0.369088113,0.068380744,0.143345543,0.268490613,0.177831076,0.173170854,0.36641407,0.309290954,0.368051808,0.379534394,4095,4313,0.118710874,0.870497036,0.061955965,0.243638332,2502,0.000810341,5322452,0,1,0,0,1,0,FALSE,0,1,0,1,1,0,FALSE,0,1,0,0,0,0,FALSE,0,0,1,0.111141901,-0.045591718,0,-0.199167232,0,44948,51094,62625,82254.84123,74086.3,62625,-0.099307723,-0.154702023,0,0,0,0,0,222.8998413,6.037719727,0,0.576047838,0.696126938,1,1,0.845297984,676.76678
9009184300,710,842,1196,188800,180100,310000,0.340146431,0.17667337,0.491118997,0.057604736,0.081646127,0.077287458,0.122445136,0.141166132,0.314122111,0.27887174,0.270283976,0.199261993,4544,4011,0.019695836,0.915698925,0.315926893,0.140221402,949,0.00098793,4060003,0,0,0,0,0,0,FALSE,0,1,0,1,1,0,FALSE,0,1,0,0,0,0,FALSE,0,0,1,0.146245637,-0.030427733,0,-0.163473061,0,46542,60990,82986,85171.86086,88435.5,82986,0.03831828,-0.061621182,0,0,0,0,0,23.07281494,25.60906982,0,0.517018616,0.667057157,1,0,0.938378819,595.88965
9009184400,710,825,1070,211500,223100,396700,0.347595608,0.258339511,0.487118512,0.023732786,0.017457085,0.050093926,0.111213001,0.115177078,0.355115175,0.329627207,0.278058008,0.300135493,3437,3194,0.009392611,0.923682617,0.424847476,0.186314363,239,0.000671243,4758338,0,0,0,0,0,0,FALSE,0,1,0,1,1,0,FALSE,0,1,0,0,0,0,FALSE,0,0,1,0.48711851,0.228778999,1,-0.089256097,0,46543,60566,63456,85173.69186,87820.7,63456,0.031077767,-0.277436882,0,0,0,0,0,49.58636475,43.08456421,0,0.633381784,0.495640844,0,0,0.722563132,524.15002
9009184500,734,790,1535,220900,215500,362500,0.330852891,0.203615098,0.462399989,0.029352634,0.023828125,0.041149069,0.111461023,0.102463074,0.157334998,0.08172043,0.107033639,0.115264796,2560,2576,0.026009317,0.926937269,0.046783626,0.313603323,431,0.000494391,5210449,0,0,0,0,0,0,FALSE,0,1,1,1,1,0,1,1,0,0,0,0,0,FALSE,0,0,1,0.46239999,0.258784892,1,-0.127237792,0,52418,72823,101490,95719.65434,105593.35,101490,0.10315223,-0.03885993,1,1,0,0,1,-62.87290955,-23.28224182,1,0.466507316,0.799211919,1,1,0.961140072,151.51361
9009184600,838,963,1786,286400,290400,427800,0.499521531,0.276672694,0.60567373,0.02394413,0.036415453,0.033253342,0.145593292,0.11112682,0.187769949,0.217662801,0.1804758,0.129692838,3158,2917,0.003770998,0.940130409,0.444685466,0.277303754,365,0.000232222,12561261,0,0,0,0,0,0,FALSE,0,1,0,1,1,0,FALSE,0,0,0,0,0,0,FALSE,0,0,1,0.60567373,0.329001036,1,-0.222848837,0,53023,82722,102419,97032.0856,119946.9,102419,0.23615709,-0.146130502,1,0,0,0,0,-10.32223511,-56.05926514,1,0.404300869,0.393296152,0,0,0.853869504,220.06638
9009184700,795,720,1219,167700,150100,239700,0.299060801,0.162796323,0.377052963,0.043276662,0.076227831,0.113709539,0.135856521,0.150853144,0.324072301,0.187336245,0.181932246,0.261557192,5864,5901,0.057617353,0.889097157,0.055340557,0.213706407,5215,0.000285978,20634474,0,0,0,0,0,0,FALSE,0,1,0,1,1,0,FALSE,0,1,0,0,0,0,FALSE,0,0,1,0.37705296,0.214256637,1,-0.136264478,0,49257,60141,67986,90129.25111,87203.75564,67986,-0.03245889,-0.220377609,0,0,0,0,0,236.1323242,15.99267578,0,0.853322864,0.632073846,0,1,0.779622386,799.16229
9009186100,665,818,1075,170300,173100,261900,0.241505131,0.199479792,0.402386129,0.01800379,0.047974561,0.111579806,0.1513871,0.145335219,0.277720392,0.151048353,0.200427198,0.120205477,7233,7349,0.028303171,0.92644938,0.09591195,0.275342466,2799,0.000372223,19743563,0,0,0,0,0,0,FALSE,0,1,0,1,1,0,FALSE,0,1,0,0,0,0,FALSE,0,0,1,0.40238613,0.202906338,1,-0.042025339,0,47191,60000,84672,86411.89711,87001.83365,84672,0.006827029,-0.026779132,0,1,0,0,0,144.7205811,24.64141846,0,0.505743682,0.667111975,1,1,0.973220867,810.94354
9009186200,903,1011,1386,191500,179600,296100,0.263785047,0.134924175,0.310045391,0.021908764,0.034167541,0.096537851,0.090745121,0.125223635,0.203904167,0.095149254,0.105897546,0.11386919,6673,6961,0.00229852,0.910394265,0.051272313,0.270685579,1415,0.000156851,44379814,0,0,0,0,0,0,FALSE,0,1,1,1,1,0,1,1,1,1,0,0,0,FALSE,0,0,1,0.31004539,0.175121215,1,-0.128860872,0,53039,67813,85929,97060.66155,98328.96414,85929,0.013067112,-0.126106933,0,0,0,0,0,87.20870972,-1.811401367,0,0.396815032,0.235448131,0,1,0.873893067,517.50879
9009190100,685,744,1234,208000,205800,370700,0.294856217,0.24369406,0.533869088,0.025997046,0.061571125,0.078220859,0.189300058,0.109677993,0.334719658,0.363896848,0.309491059,0.342213124,3297,3260,0,0.824231011,0.381436745,0.177595628,4435,0.000393081,8293459,0,0,0,0,1,0,FALSE,0,1,0,1,1,0,FALSE,0,0,0,0,0,0,FALSE,0,0,1,0.127297218,-0.116396842,0,-0.051162157,0,39286,61028,75139,71893.38067,88490.6,75139,0.230858803,-0.150881559,1,0,0,0,0,-99.88912964,55.69329834,0,0.617678046,0.619649887,1,0,0.849118437,490.02957
9009190200,783,957,1198,268500,290700,491600,0.574345317,0.245716511,0.649433971,0.031924883,0.046833579,0.092194572,0.100864877,0.086886156,0.226378471,0.19969278,0.244652406,0.20959264,3395,3536,0.038178733,0.861518826,0.268253968,0.231931669,489,0.000174636,20247886,0,0,0,0,0,0,FALSE,0,1,0,1,1,0,FALSE,0,0,0,0,0,0,FALSE,0,0,1,0.64943397,0.403717459,1,-0.328628807,0,55000,77984,103333,100647.2886,113076.8,103333,0.123495743,-0.086169757,1,0,0,0,0,29.02172852,33.14349365,0,0.534843624,0.620778561,1,1,0.913830246,344.54803
9009190301,983,1004,2250,236700,243600,422500,0.483188406,0.305487506,0.627366245,0.016146993,0.056985592,0.095382392,0.056191121,0.069837377,0.168603733,0.051470588,0.039849977,0.043817788,6177,6930,0.034199134,0.923906151,0.089070568,0.35835141,617,0.000236442,29309552,0,0,0,0,0,0,FALSE,0,1,1,1,1,0,1,1,0,0,0,0,0,FALSE,0,0,1,0.62736624,0.321878734,1,-0.1777009,0,63728,89759,130536,116622.3232,130151.9598,130536,0.116012409,0.002950707,1,1,0,0,1,44.01509094,122.0975342,0,0.411040932,0.47979299,1,1,1.002950706,388.63159
9009190302,920,815,1184,217700,202300,342300,0.366666667,0.210286633,0.581637859,0.014120416,0.076504782,0.099418499,0.091904312,0.095952563,0.19686009,0.102206736,0.09394572,0.084486164,5333,5331,0.032076533,0.923959828,0.115614924,0.281126482,1357,0.000265852,20052500,0,0,0,0,0,0,FALSE,0,1,1,1,1,0,1,1,0,0,0,0,0,FALSE,0,0,1,0.58163786,0.371351227,1,-0.156380034,0,59180,78879,96389,108295.9539,114369.9492,96389,0.056087002,-0.157217428,1,0,0,0,0,110.3332825,51.51654053,0,0.460391551,0.747383869,1,0,0.842782573,398.44482
9009190303,672,1007,1558,229800,230700,364000,0.463465553,0.237241379,0.530958414,0.050341604,0.056007509,0.070075192,0.081697946,0.073404896,0.235653967,0.093655589,0.100694444,0.118739903,3196,3325,0.013834586,0.882668255,0.105026257,0.333602585,159,7.55168E-05,44029931,0,0,0,0,0,0,FALSE,0,1,1,1,1,0,1,1,0,0,0,0,0,FALSE,0,1,1,0.53095841,0.293717031,1,-0.226224174,0,58567,70781,102083,107174.8252,102631.3289,102083,-0.042393316,-0.005342705,0,1,0,0,1,44.52874756,110.671402,0,0.666844368,0.605155164,0,1,0.994657295,291.73962
9009194100,746,851,1124,276000,292400,571900,0.476606539,0.295688971,0.612450302,0.018871837,0.029131986,0.039546937,0.113434365,0.107483366,0.321387112,0.216165414,0.201197053,0.194135934,5046,5209,0.017085813,0.857404022,0.331127914,0.24300311,2465,0.000307419,16944316,0,0,0,0,0,0,FALSE,0,1,0,1,1,0,FALSE,0,0,0,0,0,0,FALSE,0,0,1,0.6124503,0.316761329,1,-0.180917568,0,56647,76328,81383,103664.0103,110675.6,81383,0.067637645,-0.264670789,1,0,0,0,0,53.51300049,189.5968628,0,0.487149328,0.703465104,1,1,0.735329196,723.44238
9009194201,689,842,850,234900,234100,400600,0.423182613,0.337279294,0.663722158,0.014353312,0.059701493,0.081812128,0.061705,0.040250892,0.197634772,0.113905325,0.088854248,0.101242006,7638,7505,0.047701532,0.875478927,0.042378917,0.333835152,920,0.000158794,47262580,0,0,0,0,0,0,FALSE,0,1,1,1,1,0,1,1,1,0,0,0,0,FALSE,0,0,0,0.66372216,0.326442866,1,-0.085903319,0,63778,95857,106480,116713.7361,138992.6466,106480,0.190885082,-0.233916313,1,0,0,0,0,35.79830933,188.3990479,0,0.54602015,0.488995552,0,0,0.766083693,525.1156
9009194202,872,947,1490,255000,270600,425200,0.475502291,0.309859155,0.694101512,0.00832755,0.041553923,0.094885238,0.061578519,0.094123065,0.140786424,0.096751412,0.05627462,0.08125332,5174,5533,0.035062353,0.871907422,0.075841286,0.39086564,1481,0.0001881,29415213,0,0,0,0,0,0,FALSE,0,1,1,1,1,0,1,1,0,0,0,0,0,FALSE,0,0,1,0.69410151,0.384242355,1,-0.165643136,0,62903,94770,127452,115112.4905,137416.5,127452,0.193758383,-0.072513126,1,0,0,0,0,35.19424438,-13.83300781,0,0.25429973,0.528063059,1,1,0.927486874,265.10083
9009341100,659,866,1147,161600,147600,231800,0.222715173,0.165788744,0.31016171,0.015738737,0.045939764,0.083456792,0.125701797,0.162407631,0.278447747,0.223928004,0.214566929,0.145590678,5246,6075,0.006090535,0.92257361,0.215832711,0.303244592,645,0.000242461,25055587,0,0,0,0,0,0,FALSE,0,1,0,1,1,0,FALSE,0,1,1,0,0,0,FALSE,0,1,1,0.31016171,0.144372966,1,-0.056926429,0,43644,56592,84570,79861.05577,82058.39946,84570,0.027514584,0.030607477,0,1,0,0,0,161.8565369,69.36450195,0,0.538286269,0.774624646,1,1,1.030607477,669.38837
9009343101,628.9613834,811.9999788,1330,222540.5468,223200.0124,351400,0.219722181,0.35021096,0.430697888,0.096367468,0.34038681,0.356613398,0.16261429,0.14673683,0.171152443,0.127794534,0.088682435,0.093839541,6046.831543,6071,0,0,0.14206128,0,987.7107385,0.000357895,16963096,0,0,0,0,1,0,FALSE,0,1,1,1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,1,1,0.43069789,0.08048693,1,0.130488779,1,#N/A,#N/A,#N/A,105534.3375,139105.7522,115875,0.318108916,-0.167000651,1,0,0,0,0,-68.30308533,65.25466919,0,0.414132297,0.351497501,0,1,0.832999341,238.9288
9009343102,628.9999801,646.014983,965,222599.9634,212203.953,329000,0.161158395,0.44318131,0.539225757,0.070693848,0.053301003,0.159698784,0.11921464,0.32095659,0.289402843,0.09373688,0.27924925,0.260283202,3841.168507,3851,0,0,0.13579433,0,435.8230523,0.000328609,11719101,0,0,1,0,0,0,FALSE,0,1,0,1,0,0,FALSE,0,1,0,0,0,0,FALSE,0,0,1,0.53922576,0.09604445,1,0.282022915,1,#N/A,#N/A,#N/A,105547.0768,95229.62376,100568,-0.097752146,0.056057937,0,1,0,0,0,349.2442322,-50.13998413,0,0.450084806,0.778078486,1,1,1.056057937,429.18442
9009343200,811,924,1434,177600,173600,300300,0.360697217,0.266452251,0.506080449,0.036488027,0.062320554,0.175710186,0.113781822,0.103353567,0.14841865,0.143801653,0.119261713,0.083025828,5921,6266,0.083785509,0.890568518,0.152642706,0.367158672,3912,0.000280133,22367978,0,0,0,0,0,0,FALSE,0,1,1,1,1,0,1,1,1,0,0,0,0,FALSE,0,0,1,0.50608045,0.239628199,1,-0.094244965,0,51747,80297,111000,94697.00967,116430.65,111000,0.229507148,-0.046642788,1,1,0,0,1,-33.2149353,-51.34378052,1,0.641198814,0.573263049,0,1,0.953357213,321.77164
9009343300,695,870,1013,226900,226100,344900,0.515159504,0.321230342,0.59214437,0.005723205,0.057009796,0.119150199,0.115618562,0.107144042,0.248060569,0.138073158,0.13359443,0.108251326,6227,6731,0.047095528,0.92582693,0.156115108,0.337623013,2650,0.000343584,19590554,0,0,0,0,0,0,FALSE,0,1,1,1,1,0,1,1,1,0,0,0,0,FALSE,0,0,1,0.59214437,0.270914028,1,-0.193929162,0,63670,74878,97845,115936.6627,108242.8833,97845,-0.066361919,-0.096060663,0,0,0,0,0,250.9312744,18.91693115,0,0.508650482,0.860091435,1,1,0.903939335,655.37604
9009343400,787,865,1595,194900,208600,330200,0.463894967,0.299764151,0.606323063,0.048904414,0.061770655,0.134017363,0.065990581,0.097308062,0.137356535,0.073628489,0.071396698,0.084040746,6427,6335,0.097237569,0.937106918,0.101782178,0.255942275,987,0.000421376,15034061,0,0,0,0,0,0,FALSE,0,1,1,1,1,0,1,1,0,0,0,0,0,FALSE,0,0,1,0.60632306,0.306558909,1,-0.164130816,0,59770,80811,120625,109379.1014,117175.95,120625,0.071282797,0.029434795,1,1,0,0,1,85.72009277,-65.91552734,0,0.594955266,0.236692727,0,0,1.029434794,323.612
9009344100,647,573,833,204300,194300,324200,0.348359297,0.189020586,0.483204126,0.014064698,0.034689793,0.121696375,0.153027919,0.092546064,0.289721161,0.100636943,0.117542823,0.113068178,4497,4881,0.071091989,0.877033493,0.313136729,0.25625,2694,0.000228645,21347524,0,0,0,0,0,0,FALSE,0,1,1,1,1,0,1,1,1,0,0,0,0,FALSE,0,0,1,0.48320413,0.294183544,1,-0.159338711,0,48254,68214,95662,88304.81773,98910.29745,95662,0.120100804,-0.032840841,1,1,0,0,1,-84.14941406,72.09564209,0,0.773514271,0.59187901,0,1,0.967159158,509.90924
9009344200,734,1042,3133,220800,230200,426800,0.332293292,0.271978022,0.641519249,0.053219798,0.072763029,0.135779813,0.123629698,0.091917435,0.094362155,0.135464231,0.102068966,0.101075269,2034,2725,0.076697248,0.896518375,0.252662149,0.337634409,953,0.000110596,24639295,0,0,0,0,0,0,FALSE,0,1,1,1,1,0,1,1,0,0,0,0,0,FALSE,0,1,1,0.64151925,0.369541228,1,-0.06031527,0,57744,73241,119853,105660.9997,106195.4481,119853,0.005058143,0.12860769,0,1,0,0,1,4.173309326,-62.01522827,0,0.145989955,0.502169325,1,1,1.128607696,87.756805
9009345100,607,643,986,142900,129100,188200,0.152490422,0.131903241,0.21054852,0.062661499,0.143890312,0.228100613,0.173812012,0.188127954,0.429601759,0.393687708,0.382026769,0.431675881,6637,6918,0.044955189,0.888790299,0.352819094,0.339594844,2373,0.00080447,8599449,1,0,1,0,1,1,1,0,1,0,1,1,0,FALSE,0,1,1,0,1,0,FALSE,0,0,1,0.095667361,-0.03623588,0,-0.020587181,1,37065,53581,58149,67828.95001,77692.45,58149,0.145417258,-0.251548886,1,0,0,0,0,86.12121582,175.5540771,0,0.728021681,0.679500699,0,1,0.748451104,1166.3688
9009345201,540,585,952,142000,127700,178800,0.153194413,0.113245477,0.230861485,0.092285085,0.092852958,0.164157912,0.131021284,0.181541225,0.3946217,0.298538622,0.292983176,0.21076794,6828,7042,0,0.898294763,0.291115312,0.378130217,1287,0.000815056,8639893,1,0,1,0,0,0,FALSE,0,1,0,1,1,0,FALSE,0,1,1,0,1,0,FALSE,0,0,1,0.099821378,-0.013424098,0,-0.039948936,0,42696,51823,75813,78133.67995,75143.35,75813,-0.038271971,0.008911634,0,1,0,0,0,215.1257935,4.818969727,0,0.874606013,0.760859013,0,1,1.008911634,945.51361
9009345202,688,772,856,140600,128600,177400,0.185555556,0.126486487,0.279282332,0.074982481,0.089053803,0.217268229,0.13566735,0.115486269,0.294914991,0.068133428,0.094251337,0.085917316,4312,4239,0.020759613,0.887193712,0.064575646,0.337209302,396,0.000907391,4671635,0,0,0,0,0,0,FALSE,0,1,1,1,1,0,1,1,1,1,0,0,0,FALSE,0,0,1,0.27928233,0.152795844,1,-0.059069069,0,46806,60788,75161,85654.97892,88142.6,75161,0.029042341,-0.147279516,0,0,0,0,0,62.67999268,75.48736572,0,0.68898344,0.559775055,0,0,0.852720478,456.52841
9009345300,577,641,915,134200,122500,175000,0.112189055,0.107255521,0.302285105,0.038710722,0.116775244,0.274391174,0.181916601,0.175757542,0.537086189,0.485432909,0.499403104,0.52664578,6140,6611,0.054908486,0.853111187,0.441209407,0.307601881,3175,0.000500642,13205042,1,1,1,0,1,1,1,1,1,0,1,1,0,FALSE,0,1,1,0,1,1,1,1,0,1,0.163654301,0.05639878,0,-0.004933534,1,35470,47857,48060,64910.29127,69392.65169,48060,0.069054693,-0.307419449,1,0,1,0,0,12.89263916,425.8406372,0,0.77036494,0.762239575,0,1,0.692580537,1370.6439
9009345400,553,603,983,148900,132200,176300,0.240538268,0.140332198,0.279283136,0.056601143,0.12655543,0.277476162,0.137826183,0.168404409,0.405867934,0.291682208,0.309609827,0.317895532,7072,6815,0.021716801,0.903128761,0.224469161,0.256761764,540,0.000960106,7098175,1,0,0,0,0,0,FALSE,0,1,0,1,1,0,FALSE,0,1,1,0,1,0,FALSE,0,0,1,0.27928314,0.138950942,1,-0.10020607,0,40018,47281,60024,73232.9416,68557.45,60024,-0.063844107,-0.124471523,0,0,0,0,0,184.9337158,-50.77185059,0,0.763919711,0.774150193,1,0,0.87552848,1095.4375
9009346101,618.3273339,820.2498372,1406,209683.8061,193617.7035,344300,0.120630099,0.29487079,0.412347227,0.011734788,0.03521467,0.116066322,0.087005921,0.16723406,0.236551136,0.034268628,0.082382709,0.122572817,5233.897775,6996,0,0,0.14793357,0,61.21232738,0.000193156,36219495,0,0,1,0,0,0,FALSE,0,1,1,1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,1,1,0.41234723,0.11747644,1,0.174240691,1,#N/A,#N/A,#N/A,99583.77451,110953.0662,96763,0.114168115,-0.127892509,1,0,0,0,0,189.6678314,289.0069885,0,0.391050875,0.510442297,1,1,0.87210749,584.75439
9009346102,618.0278667,602.0743152,832,209801.4238,233099.4714,350000,0.162431741,0.35281417,0.374905884,0.015823068,0.038324594,0.065371625,0.11698044,0.17510892,0.128247127,0.045764356,0.097654901,0.125130341,4593.717062,5920,0,0,0.2437223,0,113.3882539,0.000121837,48589417,0,0,1,0,0,0,FALSE,0,1,1,1,0,0,FALSE,0,1,0,0,0,0,FALSE,0,0,1,0.37490588,0.02209171,0,0.190382429,1,#N/A,#N/A,#N/A,99640.61745,114016.5439,112357,0.144277766,-0.01455529,1,1,0,0,0,84.15505981,-30.21356201,0,0.74870491,0.535957224,0,1,0.98544471,245.978
9009347100,697,657,1146,179300,178100,295600,0.205802357,0.128702208,0.408115685,0.039528146,0.044234405,0.139233857,0.10537995,0.141937392,0.177648097,0.055414013,0.064657534,0.089775562,5290,5717,0,0.899049012,0.169149447,0.247381546,886,0.000276077,20707979,0,0,0,0,0,0,FALSE,0,1,1,1,1,0,1,1,1,0,0,0,0,FALSE,0,0,1,0.40811568,0.279413472,1,-0.077100149,0,48545,66738,100234,88842.72469,96770.1,100234,0.089229316,0.035795148,1,1,0,0,1,9.264953613,-58.0899353,0,0.463035017,0.789538384,1,1,1.035795147,356.18445
9009347200,729,736,950,174400,178100,294900,0.19124544,0.1712299,0.325589567,0.04077472,0.07491952,0.084686488,0.110971411,0.08183381,0.212322965,0.090263692,0.089539749,0.155884638,3417,4003,0.023732201,0.904790419,0.134036145,0.318004677,837,0.00024725,16190102,0,0,0,0,0,0,FALSE,0,1,1,1,1,0,1,1,1,1,0,0,0,FALSE,0,0,1,0.32558957,0.15435967,1,-0.02001554,1,47328,70038,104519,86673.42933,101578.0179,104519,0.171962604,0.028952938,1,1,0,0,1,-14.14996338,55.35736084,0,0.836926282,0.62251764,0,1,1.028952938,272.41037
9009348111,625,848,1241,192700,232300,354500,0.155994843,0.154130134,0.372967959,0.028473413,0.051926298,0.067981683,0.152837395,0.080789127,0.220708653,0.18724559,0.113043478,0.105325446,2985,2839,0.014089468,0.724242424,0.254019293,0.286390533,654,8.15383E-05,34817985,0,0,1,0,0,0,FALSE,0,1,1,1,1,0,1,1,0,0,0,0,0,FALSE,0,1,1,0.37296796,0.218837826,1,-0.001864709,1,48371,75711,105481,88518.93299,109780.95,105481,0.24019739,-0.039168455,1,1,0,0,1,-61.28125,36.10984802,0,0.659391522,0.863878191,1,0,0.960831547,186.49881
9009348122,895.0000012,1121.000007,1477,235800.0013,256900.0083,416800,0.169451073,0.49635279,0.533309221,0.00689885,0.042195931,0.098642752,0.080557927,0.1542805,0.160347015,0.052004665,0.070630744,0.069904342,4158,4126,0,0,0.088669948,0,242.7982069,0.000205631,20065075,0,0,1,0,0,0,FALSE,0,1,1,1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,1,0.53330922,0.03695643,0,0.326901717,1,#N/A,#N/A,#N/A,110187.9662,125114.6954,130605,0.135466054,0.043882173,1,1,0,0,0,126.3659134,7.715576172,0,0.530586064,0.341649592,0,0,1.043882172,217.91159
9009348123,894.99997,1120.999983,3006,235799.9907,256900.0072,377100,0.209144518,0.49635276,0.606858075,0.008514887,0.042195983,0.110473208,0.0994284,0.1542805,0.1707398,0.06418661,0.070630752,0.056298774,5132.000488,5748,0,0,0.18056968,0,167.4132552,0.000205046,28032779,0,0,0,0,0,0,FALSE,0,1,1,1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,1,0.60685807,0.11050531,1,0.287208242,1,#N/A,#N/A,#N/A,110187.9569,125114.7014,104808,0.135466203,-0.162304685,1,0,0,0,0,131.7298889,46.87335205,0,0.499872744,0.421680063,0,1,0.837695321,306.30719
9009348124,1000.999568,1091.000004,1268,149000.0328,138700.0048,174900,0.14777231,0.41226482,0.462320864,0.002937177,0.026064888,0.076386034,0.15901923,0.43004206,0.446944892,0.054046488,0.13299763,0.246048108,2313,2435,0,0,0.09006004,0,974.7561324,0.000303781,8015654,1,0,1,0,0,0,FALSE,0,1,1,1,0,0,FALSE,0,1,0,0,1,0,FALSE,0,0,1,0.46232086,0.05005604,0,0.26449251,1,#N/A,#N/A,#N/A,63707.81229,63109.80036,55401,-0.009386791,-0.12214902,0,0,1,0,0,355.9358521,116.6010132,0,0.469556809,0.250784129,0,1,0.877850979,650.30481
