,GEOID,geometry,yelloCabCount,greenCabCount
307,36061011500,"POLYGON ((-73.98979099995465 40.75723400044883, -73.99027599983748 40.7565670002669, -73.99072599990501 40.75595099973889, -73.99117700001852 40.75532999987962, -73.99163300036268 40.75470699992808, -73.99446799979833 40.75590899960068, -73.99500600032664 40.75613700022244, -73.99511299986501 40.75617600022229, -73.99517199988793 40.75620099957652, -73.9956199998631 40.75639000019834, -73.9957749998164 40.7564549995986, -73.99730600027161 40.75711000012637, -73.99723299960327 40.75720900019522, -73.99702800004212 40.75749099970989, -73.99695600031913 40.75759099982484, -73.99692199965054 40.75763800019359, -73.99685200001983 40.75773300007791, -73.99680100036589 40.75778899996237, -73.99663599995142 40.75801300039969, -73.99640900027511 40.75833900014475, -73.99594300036915 40.75898100007317, -73.99547400032486 40.75962700018595, -73.99393600044603 40.7589789999809, -73.99263299971311 40.75842999984462, -73.98979099995465 40.75723400044883))",1,5
308,36061011700,"POLYGON ((-73.99547400032486 40.75962700018595, -73.99594300036915 40.75898100007317, -73.99640900027511 40.75833900014475, -73.99663599995142 40.75801300039969, -73.99680100036589 40.75778899996237, -73.99685200001983 40.75773300007791, -73.99692199965054 40.75763800019359, -73.99695600031913 40.75759099982484, -73.99702800004212 40.75749099970989, -73.99723299960327 40.75720900019522, -73.99730600027161 40.75711000012637, -73.99866900017416 40.75770599973213, -74.00013799956901 40.75830699956843, -74.00006699989211 40.75840300039811, -74.00284300020431 40.75968600020877, -74.00305199994982 40.75978200013918, -74.00347299957929 40.75997299995399, -74.00323199999997 40.76030100000004, -74.00302299999998 40.76058400000001, -74.00274799999998 40.761024, -74.00171600039306 40.76220799959952, -74.00127799997969 40.76207599980762, -74.00115100041833 40.76202600019979, -74.00103599961169 40.76196800022306, -73.99831500003722 40.76082299958183, -73.99623200020665 40.7599459996082, -73.99547400032486 40.75962700018595))",2,0
309,36061011900,"POLYGON ((-73.98225599961471 40.75738700030978, -73.98271199995877 40.75677099978186, -73.98316800030301 40.75614000036079, -73.98362399974778 40.75551600036317, -73.98411800004561 40.75484199985843, -73.98639799996772 40.75580400015447, -73.98694900019619 40.7560360000614, -73.98979099995465 40.75723400044883, -73.98929699965674 40.75790700000811, -73.98884200025805 40.75853300009792, -73.98839100014453 40.75916400041827, -73.98792700033084 40.75979099965497, -73.98532199981048 40.75868700000515, -73.98508499967301 40.75858899998238, -73.98225599961471 40.75738700030978))",7,6
310,36061015900,"POLYGON ((-73.98067300035868 40.77992500003869, -73.98113500008017 40.77929199962607, -73.9816210000091 40.77860799955953, -73.98199200003074 40.77811800034544, -73.98211800044537 40.77792300034618, -73.98258300030524 40.77730299963373, -73.98310700018791 40.77751699960987, -73.98544800022503 40.77847599976764, -73.98709399968834 40.77916400001863, -73.98732400040228 40.7792630000874, -73.9879939998232 40.77954499960207, -73.98841200021359 40.77973899955524, -73.98852099984424 40.77977899960117, -73.98919000011836 40.77994199992339, -73.9881400002608 40.78140900012534, -73.98741400005605 40.78108799971143, -73.98736400044822 40.78106300035721, -73.98730799966448 40.78104100024197, -73.98707100042628 40.7809060003117, -73.98654400040533 40.78065799966697, -73.98567900008578 40.78031299994503, -73.98537000022533 40.78107800014963, -73.98507199997275 40.78178000014697, -73.98351500011714 40.7811259996652, -73.9823500003522 40.78063200026666, -73.98152099989424 40.78028200031408, -73.98067300035868 40.77992500003869))",4,1
311,36061022700,"POLYGON ((-73.94292399974273 40.8232600001489, -73.94350599960224 40.82262799978237, -73.94404900036108 40.82205200019967, -73.94460299982852 40.82146199997135, -73.94515500010318 40.82087599992749, -73.94607800039937 40.82126399983373, -73.94675099995865 40.82154800033996, -73.94723799993376 40.8217539999472, -73.94808300023024 40.82210800008414, -73.9485409997673 40.82148700022486, -73.94992099955445 40.82207300026882, -73.94946500010967 40.82268999994355, -73.94900599962716 40.82331499998726, -73.94855300032064 40.82394000003099, -73.94809900006877 40.82456299998244, -73.94760399972476 40.82523300030273, -73.94622199984543 40.82465199959012, -73.94475599968968 40.82403199977703, -73.94384199980847 40.82364800005514, -73.94292399974273 40.8232600001489))",1,0
312,36047056600,"POLYGON ((-73.93904199968851 40.60074199994338, -73.93996700007698 40.60063999973625, -73.94089199956608 40.60053800042841, -73.94116599961121 40.60050799994427, -73.94189099976978 40.6004269998062, -73.94288899992742 40.60031800017555, -73.94331599983352 40.60257499993632, -73.94376599990103 40.60496100025001, -73.94276899978949 40.60507300001893, -73.94177099963196 40.60518299969568, -73.94084199995832 40.60528499990289, -73.93991600042305 40.60538600006384, -73.93946600035562 40.60299699961188, -73.93904199968851 40.60074199994338))",0,4
313,36047080000,"POLYGON ((-73.95049299985207 40.65940500004071, -73.95338400007155 40.65922699992615, -73.95672500035847 40.65901700013447, -73.95680100026588 40.65972999973969, -73.95687500008115 40.66044200019819, -73.95695800031149 40.66118000005702, -73.95704399978081 40.6619650002845, -73.95370000025473 40.6621740000301, -73.95081000008142 40.66235400023693, -73.95072399971282 40.66156900000936, -73.95064399962094 40.66082699996608, -73.9505689997595 40.66011699959985, -73.95049299985207 40.65940500004071))",0,0
314,36047022600,"POLYGON ((-73.98589700024637 40.64306800028805, -73.98509500013409 40.64257299994397, -73.98458700009002 40.64226199999133, -73.98430299958379 40.64208499992287, -73.98331599993342 40.64147899985603, -73.9829940003728 40.6413249999488, -73.98233699975277 40.64097600004241, -73.98292099970438 40.64041600029823, -73.98317799986481 40.64016899969959, -73.98350200041698 40.63985699970078, -73.98408799956155 40.6392969999566, -73.98629199957605 40.64062500004374, -73.98849400039774 40.64195600026924, -73.99049700013643 40.64316400021847, -73.98977900030059 40.64364499991685, -73.98905900037255 40.64411900019179, -73.98835000005249 40.64456199993641, -73.98749900037856 40.64404500037654, -73.9867310000356 40.64357400023996, -73.98589700024637 40.64306800028805))",0,1
315,36005002500,"POLYGON ((-73.9174789999559 40.80682300028121, -73.91796399983872 40.80611600005343, -73.91881899969711 40.80490499996584, -73.92061499978247 40.80565100019356, -73.92144800042489 40.8059889995927, -73.92263800044333 40.80647899970617, -73.92426499992985 40.80717500032605, -73.92383699997757 40.80780899988548, -73.92337500025606 40.80843199983693, -73.92288600018878 40.80910600034168, -73.92004599962313 40.80790699990816, -73.91922400038725 40.80755800000168, -73.9174789999559 40.80682300028121))",1,4
316,36081001800,"POLYGON ((-73.8489849997579 40.68803800025359, -73.84966100035491 40.68783099970089, -73.85057100005157 40.68766099995523, -73.85144599993292 40.6874110001176, -73.85231000020639 40.68716599961122, -73.85234700011397 40.68723900027967, -73.85321000034125 40.68894599985799, -73.85378499987785 40.6904570002904, -73.85417599992246 40.69153499964055, -73.854678999736 40.69283100005065, -73.85383899967015 40.69305100030341, -73.85323399964939 40.69326400023346, -73.85216499981487 40.69366099965542, -73.85150499995574 40.69242100002916, -73.85118200034904 40.69181199982395, -73.8508650001196 40.69124999998751, -73.85007000033022 40.68984099976239, -73.84971300005492 40.68924099997218, -73.8496540000321 40.68915200036459, -73.849288000241 40.68869099978981, -73.84939799991776 40.68852100004415, -73.8489849997579 40.68803800025359))",0,1
317,36047091200,"POLYGON ((-73.90517299993395 40.663105999842, -73.90613800036846 40.6629669997273, -73.90703200022661 40.66283399988922, -73.90804600022265 40.66268400016645, -73.90892000005792 40.66255399956745, -73.90930499982589 40.66409699967682, -73.90969900000886 40.66562800013212, -73.91009000005347 40.66715400035689, -73.90823099976083 40.66742500026357, -73.90741399985622 40.66754799964048, -73.90635499958358 40.66770799982434, -73.90597099986178 40.66618099955349, -73.90557799972491 40.66465900041255, -73.90517299993395 40.663105999842))",0,4
318,36047097000,"POLYGON ((-73.90398199986934 40.64662899992847, -73.90477499956654 40.64611599965367, -73.90565499967853 40.64554899958669, -73.90636900022912 40.64508699986519, -73.9070839999266 40.64462300005142, -73.90889899998885 40.64625599981456, -73.90943400037881 40.64673799955904, -73.9104889995677 40.64768400001656, -73.91071600014327 40.6478880004309, -73.91000399968487 40.64835500038294, -73.90929000003347 40.64881700010453, -73.90839900031359 40.64938800035597, -73.9076150001322 40.64989600040013, -73.90637200036748 40.64877900015077, -73.90580000006996 40.64826499982988, -73.90509599998045 40.64760700006303, -73.90398199986934 40.64662899992847))",0,8
319,36047066200,"POLYGON ((-73.92249800028253 40.60980899988552, -73.9207099996667 40.60820399961488, -73.91969300043165 40.60731099980283, -73.92065900001278 40.6067550002431, -73.92158400040124 40.60763899964016, -73.922301000191 40.60717900001084, -73.92301099965796 40.60671600024325, -73.92373099958597 40.60625299957628, -73.92444099995213 40.60579399999314, -73.92624899969157 40.60741400005613, -73.92552899976353 40.60787599977754, -73.92482100038885 40.60834099963741, -73.92664099978226 40.60997999967727, -73.92846000002896 40.61161300033969, -73.92774700042374 40.61207400001511, -73.92703299987305 40.6125359997367, -73.92616999964577 40.6130599996193, -73.92515999983408 40.61217200003778, -73.9243650000447 40.61146199967155, -73.92287999991206 40.61016400006855, -73.92249800028253 40.60980899988552))",0,2
320,36047022700,"POLYGON ((-73.95337100037131 40.68064099998217, -73.95328199986443 40.68020000032983, -73.95436799958354 40.68007499996128, -73.95543700031727 40.67995799996181, -73.95539700027133 40.67975400044676, -73.95530899981046 40.67927299984909, -73.95564199987842 40.67925800005675, -73.95602200031504 40.67935900021769, -73.95829199977598 40.67983100040036, -73.96131199964898 40.68045600044409, -73.96142400031739 40.68143399967937, -73.96161099994764 40.68237499990636, -73.96167100001665 40.68269100008962, -73.9607180001356 40.68280199981245, -73.95978500027752 40.68290900025021, -73.95884099991217 40.68301799988087, -73.95768200042397 40.68315199976502, -73.95611199996883 40.68333300001795, -73.95574400008555 40.68337500015616, -73.95395400027689 40.68358099976331, -73.95380899988538 40.68284800013512, -73.95366200030105 40.68211499960756, -73.95351599986346 40.68138300002545, -73.95337100037131 40.68064099998217))",0,1
321,36047022800,"POLYGON ((-73.97938600036366 40.63693199971206, -73.97968099957848 40.63663899969013, -73.98026599957626 40.63607599980759, -73.98246600030568 40.63740599998692, -73.98467200041244 40.63873500012024, -73.98408799956155 40.6392969999566, -73.98350200041698 40.63985699970078, -73.98317799986481 40.64016899969959, -73.98292099970438 40.64041600029823, -73.98233699975277 40.64097600004241, -73.9829940003728 40.6413249999488, -73.98244500023651 40.64153799987885, -73.98204299968467 40.64170799962451, -73.98123200005676 40.64204499987684, -73.98042000038268 40.64238500026761, -73.98007399971527 40.64053999972123, -73.98000700022284 40.64020899974553, -73.97991000024625 40.63968599990902, -73.97987400038475 40.63951800025555, -73.97967700029332 40.63846500025955, -73.97955400001713 40.63781900014676, -73.97947499997125 40.63743100024043, -73.97938600036366 40.63693199971206))",2,4
322,36081052000,"POLYGON ((-73.75196799992322 40.69844900012131, -73.75287600042709 40.69821199998383, -73.75378099989321 40.697971999708, -73.75466900037401 40.69774700012397, -73.75557900007085 40.69977199997782, -73.75618700022986 40.7011220001802, -73.75679300029671 40.70247200038249, -73.75740599978707 40.70383500028504, -73.75651900025166 40.70406400005361, -73.75561499993233 40.7043000001449, -73.75471099961294 40.70453800032846, -73.75409700007647 40.70317300033373, -73.75348799987128 40.70182300013136, -73.75288099975835 40.70047199988296, -73.75196799992322 40.69844900012131))",0,7
323,36047023000,"POLYGON ((-73.98408799956155 40.6392969999566, -73.98467200041244 40.63873500012024, -73.98246600030568 40.63740599998692, -73.98026599957626 40.63607599980759, -73.98085000042714 40.63551600006342, -73.98118100040284 40.63519599969561, -73.98143200028656 40.63495500027307, -73.98201500019205 40.63439499962961, -73.98421800016057 40.63572599985502, -73.98363400020897 40.63628499955311, -73.98583600013126 40.63761599977861, -73.98525200017968 40.63817500037597, -73.98745500014809 40.63950499965602, -73.9868760004271 40.64006899958473, -73.98907700030334 40.64139599962569, -73.98849400039774 40.64195600026924, -73.98629199957605 40.64062500004374, -73.98408799956155 40.6392969999566))",0,2
324,36047018000,"POLYGON ((-74.00342500006373 40.60996900006929, -74.004228000222 40.60919500034898, -74.00485500035799 40.60859399961339, -74.00662500014367 40.60689500040399, -74.00713500028002 40.60640400024443, -74.00836899962955 40.60521700036436, -74.00919199981098 40.60571399990125, -74.01000000019981 40.60620400001464, -74.01082300038114 40.60670099955153, -74.01069099968987 40.60682699996608, -74.00928399955694 40.60817900026065, -74.0090779999497 40.60837800044435, -74.00753499984042 40.60986099958554, -74.00731100030239 40.61007699965386, -74.0066830001204 40.61068099962842, -74.0060139998462 40.61132499964902, -74.00342500006373 40.60996900006929))",0,5
325,36047023100,"POLYGON ((-73.95956800016302 40.68668299982058, -73.95942299977159 40.68595100023848, -73.95927600018727 40.68521699966482, -73.95913199984193 40.68448600012881, -73.95898300016533 40.68375000036225, -73.95884099991217 40.68301799988087, -73.95978500027752 40.68290900025021, -73.9607180001356 40.68280199981245, -73.96167100001665 40.68269100008962, -73.96210700033784 40.68489099991975, -73.9623980002675 40.68635199984497, -73.9625469999441 40.68708899965761, -73.9626940004278 40.68781900004682, -73.96283599978159 40.68855499981346, -73.96092699988111 40.68877400002014, -73.96000599967711 40.68888099955853, -73.95985900009278 40.68814799993034, -73.95971399970135 40.68741600034814, -73.95956800016302 40.68668299982058))",0,4
326,36047114600,"POLYGON ((-73.88900599992688 40.67855700010551, -73.88987500043086 40.67830200003733, -73.89077299957428 40.67816500001481, -73.89167199966306 40.67803100013055, -73.89257900012082 40.67790000038475, -73.89348399958685 40.67776200031612, -73.89438799990626 40.67762999962486, -73.89531799962597 40.67749599974061, -73.89621799976084 40.67735799967199, -73.89653700008245 40.67859400001318, -73.89569800006269 40.67897100031145, -73.89482600031961 40.67933800014863, -73.89399499976946 40.67976700014692, -73.89318500018757 40.68016100032997, -73.892328000237 40.68056900025919, -73.8920510000536 40.68070200009727, -73.89149699968677 40.68096999986569, -73.89081899989695 40.68129400041786, -73.89065500042791 40.68137299956428, -73.88977400026994 40.68180100041584, -73.88940600038657 40.68014200035309, -73.88900599992688 40.67855700010551))",0,1
327,36047023300,"POLYGON ((-73.9551220001801 40.68944400034043, -73.95497499969649 40.68871099981278, -73.95482900015826 40.6879770001385, -73.95468399976683 40.68724499965703, -73.95684100031194 40.68699599986547, -73.95956800016302 40.68668299982058, -73.95971399970135 40.68741600034814, -73.95985900009278 40.68814799993034, -73.96000599967711 40.68888099955853, -73.96012199963057 40.68946899969458, -73.96029300032168 40.6903459996682, -73.95942800000222 40.69044799987532, -73.95857800037439 40.690545999898, -73.95727200040248 40.69069400042778, -73.95635600042901 40.69079999992008, -73.95540999997149 40.69090800040392, -73.95526599962615 40.69017499987636, -73.9551220001801 40.68944400034043))",0,3
328,36047023400,"POLYGON ((-73.98376299986251 40.63271699958989, -73.98434399967583 40.63215699984571, -73.98492799962742 40.63159700010154, -73.98550900034012 40.63103800040345, -73.9877130003547 40.63236599959122, -73.98991600032311 40.63369599977064, -73.99212000033778 40.63502599994996, -73.99153899962518 40.63558299955577, -73.99095599971957 40.63614500029159, -73.99037299981407 40.63670500003577, -73.9881669997073 40.63537399981026, -73.9859639997388 40.6340469997693, -73.98376299986251 40.63271699958989))",0,8
329,36047023500,"POLYGON ((-73.95540999997149 40.69090800040392, -73.95635600042901 40.69079999992008, -73.95727200040248 40.69069400042778, -73.95857800037439 40.690545999898, -73.95942800000222 40.69044799987532, -73.95984400030035 40.69252999965981, -73.96015800039135 40.69411699999957, -73.95931100000267 40.69421500002225, -73.95799699966177 40.69436599979112, -73.95708699996511 40.6944710001366, -73.95614299959978 40.69457899972107, -73.9558260002697 40.69299300032668, -73.95540999997149 40.69090800040392))",0,3
330,36081072300,"POLYGON ((-73.84525400037184 40.71944099960248, -73.84536199995631 40.71924899974159, -73.84547599981751 40.71906700034186, -73.84590199967751 40.71839700002157, -73.84623199960713 40.71787500023105, -73.84668499981292 40.71715899958819, -73.84558400030136 40.71665699982066, -73.8445090001902 40.71619500009916, -73.84389899993892 40.71597299975411, -73.84363000012441 40.7160420002382, -73.84322500033346 40.71614200035305, -73.84308099998812 40.71610100026094, -73.84292299989653 40.7160420002382, -73.84287400033479 40.71600999966179, -73.84285600040408 40.71598999963882, -73.84283400028885 40.71594500026162, -73.84284800003519 40.71585999993902, -73.84284499989683 40.7158090002851, -73.84278499982783 40.71576600010088, -73.84231499973743 40.71558799998623, -73.84235499978335 40.71552499977896, -73.84282599991995 40.71477800040443, -73.84297999982708 40.71453299989805, -73.84352299968666 40.71367099971687, -73.84394700035375 40.7129960000654, -73.84435600032916 40.71234999995262, -73.84476000007393 40.71170599993202, -73.84694199997335 40.71250299981357, -73.84911999968826 40.71329999969523, -73.84871399985121 40.71394199962355, -73.8508900003732 40.71473500022012, -73.85303300027279 40.71551900040161, -73.85263499990528 40.71616399956902, -73.85222699997605 40.71680700044272, -73.85182100013901 40.71745099956404, -73.85141600034807 40.71809400043783, -73.85100700037276 40.71873500032007, -73.85060499982089 40.71938100043285, -73.85043199993687 40.72010899983051, -73.85003899979999 40.72075700003555, -73.84943299973315 40.72096299964279, -73.84659200002078 40.71993599994649, -73.84525400037184 40.71944099960248))",0,4
331,36047024200,"POLYGON ((-73.99075600038906 40.62599800000775, -73.98976599970113 40.62539800021754, -73.98970000025479 40.6253590002177, -73.9896200001629 40.62531099980286, -73.98830199963756 40.62451399992121, -73.98888500044244 40.62395300013085, -73.98948800037091 40.62337000022534, -73.99009400043775 40.62278900041202, -73.99255000038215 40.62427399964537, -73.9939819998694 40.62514200010329, -73.99432500039845 40.62534300037917, -73.99489199956616 40.62546199957163, -73.99473400037385 40.62561500033205, -73.99464900005125 40.62569799966301, -73.9950790000958 40.62580700019295, -73.99678799976637 40.62682600041955, -73.99670200029705 40.62717200018767, -73.99655699990562 40.62764100023198, -73.99633599960667 40.62844500043644, -73.9961150002071 40.62923199985692, -73.99516100027995 40.62865600027422, -73.99296000040373 40.62732600009481, -73.99075600038906 40.62599800000775))",0,1
332,36047115600,"POLYGON ((-73.89344599963317 40.66644600008283, -73.89443899956018 40.66629700040624, -73.89540900022511 40.66615400010708, -73.89631599978351 40.66601900017673, -73.89723299980308 40.66587799996976, -73.89763300026276 40.66741899998686, -73.89802000012293 40.66895799991178, -73.89834099963744 40.67021200018367, -73.89742200042497 40.67034700011401, -73.89651800010559 40.67048099999818, -73.89554400015547 40.67062600038961, -73.89455599955973 40.67076999983566, -73.89423099986075 40.66951899970213, -73.89383899976997 40.66797999977722, -73.89344599963317 40.66644600008283))",0,3
333,36047023600,"POLYGON ((-73.98550900034012 40.63103800040345, -73.98609300029172 40.6304779997599, -73.98667500015114 40.62991599992346, -73.98725900010272 40.6293550001332, -73.98946200007123 40.63068600035869, -73.99166399999362 40.63201599963873, -73.99386599991594 40.63334699986415, -73.99328400005652 40.63390599956224, -73.99270000010493 40.63446700025187, -73.99212000033778 40.63502599994996, -73.98991600032311 40.63369599977064, -73.9877130003547 40.63236599959122, -73.98550900034012 40.63103800040345))",0,0
334,36047020300,"POLYGON ((-73.96445399975229 40.68112499981892, -73.96329200012565 40.68088200030409, -73.96131199964898 40.68045600044409, -73.96168000043166 40.67970199984746, -73.96195699971578 40.67893400040378, -73.96222899966864 40.6781660000609, -73.96390100033085 40.67851700005956, -73.965341000187 40.67881799955103, -73.96822700017594 40.67942200042497, -73.96795400017699 40.68018899982248, -73.96767800003965 40.68095500007326, -73.96747699976368 40.68175400004709, -73.96653999972123 40.68155800000174, -73.96548799977133 40.68133899979506, -73.96445399975229 40.68112499981892))",2,4
335,36047116400,"POLYGON ((-73.87887100019647 40.67019500029906, -73.8784889996676 40.66865500032804, -73.8794109999177 40.6685219995906, -73.88031400019101 40.66839199989097, -73.88115300021076 40.66826799956852, -73.88196800002321 40.66814700028387, -73.88278199978947 40.66802600009988, -73.88283200029659 40.66822200014523, -73.88313399983421 40.66940399979476, -73.88317499992625 40.66956299993253, -73.88323700008745 40.6698089995857, -73.8835189996022 40.67091500022709, -73.88356599997086 40.67109999976518, -73.88360299987853 40.67124400011052, -73.88388899957766 40.67235500008325, -73.88307399976532 40.67247500022108, -73.88226100004513 40.67259500035899, -73.88139200044043 40.67272299996652, -73.88048700007494 40.67285399971233, -73.87956799996319 40.67298699955041, -73.87925399987219 40.67173200013171, -73.87887100019647 40.67019500029906))",0,0
336,36081007500,"POLYGON ((-73.92425300027577 40.764724999659, -73.92618799957647 40.76235099989876, -73.92698799959648 40.76272500005877, -73.92842500021356 40.76341600044812, -73.93036499974488 40.76449099965998, -73.92964699990912 40.76537499995633, -73.92915000037222 40.76598300011535, -73.92855599995937 40.76671399965136, -73.92643800031337 40.76573300027781, -73.92523699978769 40.76517799986489, -73.92506099976531 40.76509699972682, -73.92484100041182 40.76499599956579, -73.92425300027577 40.764724999659))",0,2
337,36047022100,"POLYGON ((-73.95300499968101 40.67881500031204, -73.95298599970413 40.67872299966672, -73.95296999986562 40.67864299957483, -73.95281199977394 40.677844999647, -73.95267799988977 40.6770269996963, -73.9526569998207 40.67696200029611, -73.95268700030476 40.67624499960708, -73.95276800044283 40.67535499993329, -73.95284899968161 40.67446200012125, -73.95293700014248 40.67357100040137, -73.9539989996541 40.6736319996171, -73.95670300024322 40.67417100019158, -73.95638600001388 40.67505000025738, -73.95606899978452 40.675928000277, -73.95574900031609 40.67680700034281, -73.95547500027102 40.67757599983258, -73.95519499994926 40.67834300012937, -73.95516699955739 40.67857099985176, -73.95528000027177 40.67913099959593, -73.9552950000642 40.67920500031056, -73.95530899981046 40.67927299984909, -73.95426500022961 40.67906200001131, -73.95414400004553 40.67903699975779, -73.95300499968101 40.67881500031204))",0,0
338,36047117000,"POLYGON ((-73.88322599958018 40.67636999997553, -73.8840400002458 40.67624999983771, -73.88485400001207 40.67612899965361, -73.88507400026492 40.67609599993048, -73.88566799977832 40.67600900041507, -73.88648200044393 40.67588800023106, -73.88737100007155 40.67575600043908, -73.88825600041407 40.6756249997939, -73.88859299976713 40.67695600001939, -73.88900599992688 40.67855700010551, -73.88815600029922 40.6788280000122, -73.88730399967983 40.67909699982671, -73.88643800021356 40.67937299996403, -73.88555499996322 40.67965699957089, -73.88467099966688 40.67994000003102, -73.88419500019904 40.67808900010728, -73.88370099990121 40.67823000031427, -73.88322599958018 40.67636999997553))",2,0
339,36047117201,"POLYGON ((-73.88489300001191 40.68081099972783, -73.88467099966688 40.67994000003102, -73.88555499996322 40.67965699957089, -73.88643800021356 40.67937299996403, -73.88730399967983 40.67909699982671, -73.88815600029922 40.6788280000122, -73.88900599992688 40.67855700010551, -73.88940600038657 40.68014200035309, -73.88977400026994 40.68180100041584, -73.88900900006524 40.68216600016075, -73.88892699988118 40.68220200002234, -73.88819100011453 40.68255600015927, -73.88735400018695 40.68295000034233, -73.88650499970601 40.68334899985647, -73.88630300028321 40.6825889998825, -73.88627499989133 40.68248100029793, -73.88581500026203 40.6806739997054, -73.88489300001191 40.68081099972783))",2,0
340,36047024000,"POLYGON ((-73.98900899986543 40.62767600004739, -73.98959099972485 40.6271170003493, -73.99017499967654 40.62655699970583, -73.99075600038906 40.62599800000775, -73.99296000040373 40.62732600009481, -73.99516100027995 40.62865600027422, -73.9961150002071 40.62923199985692, -73.99735900001781 40.62998599955426, -73.99677900025067 40.6305470002439, -73.99619500029907 40.63110599994199, -73.99561699972472 40.63166699973225, -73.99545999967924 40.6315749999863, -73.99341299971015 40.63033600040612, -73.99121199983392 40.62900600022679, -73.98900899986543 40.62767600004739))",0,4
341,36081011400,"POLYGON ((-73.8399230000464 40.68599499956959, -73.84076900038906 40.68575400014704, -73.841611999694 40.68551299982511, -73.84217499957653 40.68535399968734, -73.84300299998841 40.68703800000369, -73.84356399977877 40.68821400027588, -73.84386400012352 40.68883199999688, -73.84415500005318 40.6894040002944, -73.84276799994322 40.689797999578, -73.8410459996731 40.69028400040629, -73.84098899974255 40.69016799955355, -73.84076700029688 40.68971500024713, -73.84046199972151 40.68909699962685, -73.83988199995436 40.6879170000695, -73.84074500018164 40.68767299960921, -73.8399230000464 40.68599499956959))",0,0
342,36047117800,"POLYGON ((-73.87156999985557 40.68168599960927, -73.87136700038678 40.68089299991207, -73.87119999988009 40.68022200044498, -73.87327600028716 40.67992100005414, -73.87343899971 40.68059200042052, -73.87360400012449 40.68112099963446, -73.87487100009663 40.68082000014292, -73.87609599993047 40.68045600044409, -73.87636999997552 40.68038699996009, -73.8769109997428 40.6802370002374, -73.87733899969508 40.6800549999383, -73.87742900024816 40.68001699998464, -73.87764000008592 40.68111600030321, -73.87786699976223 40.68203899970012, -73.87767399985523 40.68208700011495, -73.8766159996287 40.68239099974488, -73.87536100021001 40.68274900006635, -73.87410499984584 40.68310400024938, -73.87319900033354 40.68336299960281, -73.87303299987306 40.68341100001766, -73.87218700042966 40.68364900020121, -73.87156999985557 40.68168599960927))",0,3
343,36047024500,"POLYGON ((-73.9495569998557 40.68039000009845, -73.95115799994173 40.68047899970604, -73.95155600030915 40.68049899972902, -73.95337100037131 40.68064099998217, -73.95351599986346 40.68138300002545, -73.95366200030105 40.68211499960756, -73.95380899988538 40.68284800013512, -73.95395400027689 40.68358099976331, -73.95410099986123 40.68431300024479, -73.95424600025274 40.68504699991916, -73.95058999982865 40.68546700040173, -73.95044600038258 40.68473499992034, -73.95029899989891 40.68400100024606, -73.95015499955356 40.68326899976459, -73.95000900001533 40.68253700018249, -73.9498610003848 40.68180399965492, -73.9497149999473 40.68106999998054, -73.9495569998557 40.68039000009845))",0,1
344,36047024600,"POLYGON ((-73.97737900044051 40.61788299990058, -73.97757200034751 40.61760699976325, -73.97784999967773 40.61728700029482, -73.97845499969847 40.61670699962839, -73.97905799962695 40.61612599981506, -73.97963800029345 40.6155650000248, -73.98186799970837 40.61691200008882, -73.98406800043787 40.61824100022205, -73.98627499969145 40.61956700021693, -73.98569299983212 40.62013100014556, -73.98348899981745 40.61879999992005, -73.98288299975061 40.61938099973338, -73.98228199991441 40.61996200044599, -73.98169599987044 40.62052400028243, -73.97949499999422 40.6191950001492, -73.97787399988523 40.61818999966876, -73.97737900044051 40.61788299990058))",0,8
345,36047024800,"POLYGON ((-73.99009400043775 40.62278900041202, -73.98785100042332 40.62143500002527, -73.98569299983212 40.62013100014556, -73.98627499969145 40.61956700021693, -73.98685400031188 40.6190129998501, -73.98713599982653 40.61874199994332, -73.98743500012512 40.6184550001981, -73.98956600037062 40.61973800000867, -73.99184000001601 40.62111100037239, -73.99429299982204 40.62259699965184, -73.99394099977728 40.62293499995035, -73.99371099996263 40.6231560002492, -73.99313000014939 40.62371499994737, -73.99255000038215 40.62427399964537, -73.99009400043775 40.62278900041202))",3,7
346,36047024900,"POLYGON ((-73.94716500016459 40.68511300026479, -73.94701699963481 40.68437999973723, -73.94687300018875 40.68364600006285, -73.94672699975122 40.68291399958138, -73.94658000016682 40.68218099995319, -73.94643699986766 40.68144900037107, -73.94628600009879 40.68071899998188, -73.94627400044472 40.68021300002999, -73.94674899986647 40.68024000037577, -73.94773100018548 40.68029200007578, -73.9495569998557 40.68039000009845, -73.9497149999473 40.68106999998054, -73.9498610003848 40.68180399965492, -73.95000900001533 40.68253700018249, -73.95015499955356 40.68326899976459, -73.95029899989891 40.68400100024606, -73.95044600038258 40.68473499992034, -73.95058999982865 40.68546700040173, -73.94730999965674 40.68584599989299, -73.94716500016459 40.68511300026479))",0,0
